ticket_id,customer_id,ticket_month,reason,resolved_flag
TKT004836,CUST002372,2025-06-01,Card not working,1
TKT004837,CUST002372,2025-07-01,Billing dispute,1
TKT004838,CUST002372,2025-09-01,Rewards points issue,1
TKT004839,CUST002372,2025-10-01,Rewards points issue,1
TKT004840,CUST002372,2025-11-01,Requesting card cancellation,1
TKT004841,CUST002372,2025-11-01,Requesting credit limit increase,1
TKT004842,CUST002375,2025-06-01,App/website login issue,1
TKT004843,CUST002375,2025-07-01,App/website login issue,1
TKT004844,CUST002377,2025-03-01,Billing dispute,0
TKT004845,CUST002377,2025-03-01,Billing dispute,1
TKT004846,CUST002377,2025-04-01,Billing dispute,1
TKT004847,CUST002377,2025-05-01,Requesting card cancellation,1
TKT004848,CUST002377,2025-07-01,Fee complaint,0
TKT004849,CUST002377,2025-08-01,General inquiry,1
TKT004850,CUST002377,2025-08-01,Billing dispute,0
TKT004851,CUST002377,2025-10-01,Fraud concern,1
TKT004852,CUST002377,2025-10-01,General inquiry,1
TKT004853,CUST002377,2025-11-01,Billing dispute,1
TKT004854,CUST002377,2025-11-01,General inquiry,1
TKT004855,CUST002377,2025-11-01,Late payment inquiry,1
TKT004856,CUST002377,2025-11-01,Fee complaint,1
TKT004857,CUST002379,2025-01-01,Requesting card cancellation,1
TKT004858,CUST002379,2025-04-01,General inquiry,1
TKT004859,CUST002379,2025-06-01,Requesting card cancellation,1
TKT004860,CUST002379,2025-07-01,Card not working,0
TKT004861,CUST002379,2025-07-01,Late payment inquiry,1
TKT004862,CUST002379,2025-08-01,General inquiry,1
TKT004863,CUST002379,2025-11-01,Fraud concern,1
TKT004864,CUST002379,2025-11-01,Late payment inquiry,1
TKT004865,CUST002379,2025-11-01,Late payment inquiry,1
TKT004866,CUST002379,2025-12-01,Requesting card cancellation,1
TKT004867,CUST002382,2025-05-01,General inquiry,1
TKT004868,CUST002385,2025-02-01,Requesting card cancellation,1
TKT004869,CUST002385,2025-03-01,Requesting card cancellation,1
TKT004870,CUST002392,2025-02-01,Requesting card cancellation,1
TKT004871,CUST002392,2025-03-01,Billing dispute,0
TKT004872,CUST002393,2025-03-01,Billing dispute,1
TKT004873,CUST002393,2025-06-01,App/website login issue,1
TKT004874,CUST002393,2025-06-01,General inquiry,1
TKT004875,CUST002393,2025-07-01,Billing dispute,1
TKT004876,CUST002393,2025-08-01,Requesting card cancellation,1
TKT004877,CUST002393,2025-08-01,Rewards points issue,1
TKT004878,CUST002393,2025-09-01,Billing dispute,1
TKT004879,CUST002393,2025-10-01,Fee complaint,1
TKT004880,CUST002393,2025-10-01,Requesting credit limit increase,1
TKT004881,CUST002393,2025-11-01,Billing dispute,0
TKT004882,CUST002393,2025-12-01,Fraud concern,1
TKT004883,CUST002394,2025-02-01,Fee complaint,1
TKT004884,CUST002394,2025-02-01,Fee complaint,1
TKT004885,CUST002394,2025-04-01,General inquiry,1
TKT004886,CUST002394,2025-04-01,Billing dispute,1
TKT004887,CUST002394,2025-05-01,Rewards points issue,1
TKT004888,CUST002394,2025-06-01,Fee complaint,1
TKT004889,CUST002394,2025-08-01,App/website login issue,1
TKT004890,CUST002394,2025-09-01,Fee complaint,1
TKT004891,CUST002394,2025-09-01,Fee complaint,0
TKT004892,CUST002394,2025-10-01,Rewards points issue,1
TKT004893,CUST002394,2025-11-01,Rewards points issue,1
TKT004894,CUST002394,2025-11-01,Requesting card cancellation,1
TKT004895,CUST002396,2025-09-01,Billing dispute,0
TKT004896,CUST002396,2025-09-01,Late payment inquiry,1
TKT004897,CUST002396,2025-09-01,App/website login issue,1
TKT004898,CUST002396,2025-11-01,Card not working,1
TKT004899,CUST002396,2025-11-01,Fee complaint,1
TKT004900,CUST002398,2025-04-01,Requesting card cancellation,1
TKT004901,CUST002399,2025-08-01,Billing dispute,1
TKT004902,CUST002401,2025-04-01,Billing dispute,1
TKT004903,CUST002401,2025-05-01,Card not working,1
TKT004904,CUST002401,2025-05-01,Fraud concern,1
TKT004905,CUST002401,2025-05-01,Billing dispute,1
TKT004906,CUST002401,2025-06-01,Rewards points issue,1
TKT004907,CUST002401,2025-06-01,General inquiry,1
TKT004908,CUST002401,2025-07-01,Rewards points issue,0
TKT004909,CUST002401,2025-07-01,Fee complaint,1
TKT004910,CUST002401,2025-07-01,Fee complaint,1
TKT004911,CUST002401,2025-08-01,Fee complaint,1
TKT004912,CUST002401,2025-09-01,Requesting credit limit increase,0
TKT004913,CUST002401,2025-10-01,Billing dispute,0
TKT004914,CUST002401,2025-11-01,Billing dispute,1
TKT004915,CUST002401,2025-12-01,Card not working,1
TKT004916,CUST002401,2025-12-01,Card not working,1
TKT004917,CUST002405,2025-01-01,App/website login issue,1
TKT004918,CUST002405,2025-01-01,Card not working,1
TKT004919,CUST002405,2025-02-01,Fee complaint,1
TKT004920,CUST002405,2025-02-01,Requesting card cancellation,1
TKT004921,CUST002405,2025-02-01,Late payment inquiry,1
TKT004922,CUST002405,2025-02-01,Fee complaint,0
TKT004923,CUST002405,2025-03-01,App/website login issue,1
TKT004924,CUST002405,2025-05-01,Late payment inquiry,1
TKT004925,CUST002405,2025-08-01,Late payment inquiry,1
TKT004926,CUST002405,2025-09-01,General inquiry,1
TKT004927,CUST002405,2025-10-01,Billing dispute,0
TKT004928,CUST002405,2025-10-01,Billing dispute,1
TKT004929,CUST002405,2025-10-01,Late payment inquiry,1
TKT004930,CUST002405,2025-11-01,Rewards points issue,1
TKT004931,CUST002405,2025-11-01,Card not working,1
TKT004932,CUST002405,2025-12-01,Billing dispute,1
TKT004933,CUST002406,2025-08-01,Billing dispute,0
TKT004934,CUST002406,2025-09-01,Requesting card cancellation,0
TKT004935,CUST002406,2025-10-01,Card not working,1
TKT004936,CUST002409,2025-01-01,Requesting credit limit increase,1
TKT004937,CUST002409,2025-02-01,Fee complaint,0
TKT004938,CUST002409,2025-03-01,Requesting card cancellation,1
TKT004939,CUST002410,2025-03-01,Card not working,1
TKT004940,CUST002410,2025-04-01,Requesting card cancellation,1
TKT004941,CUST002410,2025-04-01,Fee complaint,1
TKT004942,CUST002413,2025-07-01,Card not working,0
TKT004943,CUST002413,2025-07-01,App/website login issue,1
TKT004944,CUST002413,2025-07-01,Late payment inquiry,1
TKT004945,CUST002413,2025-08-01,Rewards points issue,1
TKT004946,CUST002413,2025-08-01,App/website login issue,1
TKT004947,CUST002413,2025-08-01,General inquiry,1
TKT004948,CUST002413,2025-09-01,Billing dispute,1
TKT004949,CUST002413,2025-09-01,Billing dispute,1
TKT004950,CUST002419,2025-04-01,App/website login issue,1
TKT004951,CUST002423,2025-01-01,Late payment inquiry,1
TKT004952,CUST002423,2025-05-01,Billing dispute,1
TKT004953,CUST002423,2025-07-01,Billing dispute,0
TKT004954,CUST002423,2025-08-01,Fee complaint,0
TKT004955,CUST002423,2025-09-01,Fee complaint,1
TKT004956,CUST002423,2025-10-01,Late payment inquiry,1
TKT004957,CUST002423,2025-12-01,Fee complaint,1
TKT004958,CUST002427,2025-01-01,Card not working,1
TKT004959,CUST002427,2025-02-01,Card not working,1
TKT004960,CUST002427,2025-04-01,Billing dispute,1
TKT004961,CUST002427,2025-04-01,Billing dispute,1
TKT004962,CUST002427,2025-04-01,Fraud concern,0
TKT004963,CUST002427,2025-05-01,Billing dispute,0
TKT004964,CUST002427,2025-06-01,Billing dispute,1
TKT004965,CUST002427,2025-06-01,Requesting card cancellation,1
TKT004966,CUST002427,2025-08-01,Fee complaint,1
TKT004967,CUST002427,2025-09-01,Billing dispute,0
TKT004968,CUST002427,2025-09-01,Fee complaint,1
TKT004969,CUST002427,2025-10-01,General inquiry,1
TKT004970,CUST002427,2025-11-01,General inquiry,1
TKT004971,CUST002427,2025-12-01,Card not working,1
TKT004972,CUST002428,2025-02-01,Billing dispute,1
TKT004973,CUST002428,2025-02-01,General inquiry,1
TKT004974,CUST002428,2025-03-01,Card not working,0
TKT004975,CUST002428,2025-04-01,Requesting credit limit increase,1
TKT004976,CUST002428,2025-04-01,Fee complaint,1
TKT004977,CUST002428,2025-04-01,Requesting card cancellation,1
TKT004978,CUST002435,2025-09-01,Requesting credit limit increase,1
TKT004979,CUST002440,2025-07-01,Rewards points issue,1
TKT004980,CUST002440,2025-07-01,Billing dispute,1
TKT004981,CUST002440,2025-07-01,Fee complaint,1
TKT004982,CUST002440,2025-08-01,Fee complaint,1
TKT004983,CUST002440,2025-08-01,Rewards points issue,0
TKT004984,CUST002440,2025-08-01,Billing dispute,1
TKT004985,CUST002443,2025-01-01,General inquiry,1
TKT004986,CUST002443,2025-01-01,Billing dispute,0
TKT004987,CUST002444,2025-04-01,Late payment inquiry,1
TKT004988,CUST002447,2025-03-01,Fee complaint,1
TKT004989,CUST002447,2025-03-01,Requesting credit limit increase,1
TKT004990,CUST002447,2025-04-01,General inquiry,1
TKT004991,CUST002452,2025-07-01,General inquiry,1
TKT004992,CUST002452,2025-08-01,App/website login issue,0
TKT004993,CUST002454,2025-01-01,Fee complaint,1
TKT004994,CUST002454,2025-01-01,Rewards points issue,1
TKT004995,CUST002454,2025-02-01,App/website login issue,1
TKT004996,CUST002454,2025-02-01,Rewards points issue,0
TKT004997,CUST002454,2025-02-01,Requesting credit limit increase,1
TKT004998,CUST002454,2025-04-01,Billing dispute,0
TKT004999,CUST002454,2025-05-01,App/website login issue,1
TKT005000,CUST002454,2025-05-01,Late payment inquiry,1
TKT005001,CUST002454,2025-05-01,Billing dispute,1
TKT005002,CUST002454,2025-08-01,Fee complaint,1
TKT005003,CUST002454,2025-08-01,Requesting card cancellation,0
TKT005004,CUST002454,2025-09-01,Card not working,1
TKT005005,CUST002454,2025-10-01,Requesting card cancellation,0
TKT005006,CUST002454,2025-10-01,Requesting card cancellation,1
TKT005007,CUST002454,2025-12-01,General inquiry,1
TKT005008,CUST002454,2025-12-01,Fee complaint,1
TKT005009,CUST002456,2025-06-01,Requesting credit limit increase,1
TKT005010,CUST002456,2025-06-01,Late payment inquiry,1
TKT005011,CUST002456,2025-07-01,Billing dispute,1
TKT005012,CUST002468,2025-01-01,Billing dispute,1
TKT005013,CUST002468,2025-02-01,Billing dispute,1
TKT005014,CUST002468,2025-04-01,Billing dispute,1
TKT005015,CUST002468,2025-05-01,App/website login issue,1
TKT005016,CUST002468,2025-05-01,Late payment inquiry,1
TKT005017,CUST002468,2025-06-01,Fee complaint,0
TKT005018,CUST002468,2025-08-01,Rewards points issue,1
TKT005019,CUST002468,2025-09-01,Fee complaint,1
TKT005020,CUST002468,2025-10-01,Rewards points issue,1
TKT005021,CUST002468,2025-10-01,Requesting credit limit increase,1
TKT005022,CUST002468,2025-12-01,General inquiry,1
TKT005023,CUST002468,2025-12-01,Late payment inquiry,1
TKT005024,CUST002468,2025-12-01,Requesting card cancellation,1
TKT005025,CUST002469,2025-02-01,Rewards points issue,1
TKT005026,CUST002469,2025-02-01,Late payment inquiry,0
TKT005027,CUST002469,2025-02-01,Late payment inquiry,1
TKT005028,CUST002469,2025-04-01,Requesting credit limit increase,1
TKT005029,CUST002469,2025-04-01,Fee complaint,1
TKT005030,CUST002469,2025-06-01,Late payment inquiry,1
TKT005031,CUST002469,2025-06-01,Late payment inquiry,1
TKT005032,CUST002469,2025-07-01,Fee complaint,1
TKT005033,CUST002469,2025-07-01,Requesting credit limit increase,1
TKT005034,CUST002469,2025-08-01,Requesting credit limit increase,1
TKT005035,CUST002469,2025-09-01,Billing dispute,1
TKT005036,CUST002469,2025-09-01,Late payment inquiry,1
TKT005037,CUST002469,2025-11-01,Late payment inquiry,1
TKT005038,CUST002469,2025-11-01,Requesting credit limit increase,1
TKT005039,CUST002469,2025-11-01,Card not working,1
TKT005040,CUST002469,2025-12-01,Requesting credit limit increase,1
TKT005041,CUST002474,2025-01-01,Late payment inquiry,1
TKT005042,CUST002474,2025-02-01,Billing dispute,1
TKT005043,CUST002474,2025-02-01,App/website login issue,1
TKT005044,CUST002474,2025-02-01,Late payment inquiry,1
TKT005045,CUST002474,2025-03-01,App/website login issue,1
TKT005046,CUST002474,2025-05-01,App/website login issue,1
TKT005047,CUST002474,2025-06-01,Requesting credit limit increase,1
TKT005048,CUST002474,2025-07-01,Rewards points issue,0
TKT005049,CUST002474,2025-09-01,General inquiry,0
TKT005050,CUST002474,2025-11-01,Fee complaint,1
TKT005051,CUST002474,2025-12-01,Fee complaint,1
TKT005052,CUST002475,2025-01-01,General inquiry,0
TKT005053,CUST002475,2025-01-01,Fee complaint,1
TKT005054,CUST002475,2025-01-01,Fraud concern,1
TKT005055,CUST002475,2025-01-01,Fee complaint,0
TKT005056,CUST002475,2025-02-01,Fraud concern,1
TKT005057,CUST002475,2025-03-01,Requesting card cancellation,0
TKT005058,CUST002475,2025-06-01,General inquiry,1
TKT005059,CUST002475,2025-06-01,Requesting card cancellation,1
TKT005060,CUST002475,2025-06-01,Billing dispute,1
TKT005061,CUST002475,2025-07-01,Requesting card cancellation,0
TKT005062,CUST002475,2025-07-01,General inquiry,1
TKT005063,CUST002475,2025-07-01,Rewards points issue,0
TKT005064,CUST002475,2025-08-01,Rewards points issue,1
TKT005065,CUST002476,2025-03-01,Card not working,1
TKT005066,CUST002476,2025-04-01,Fee complaint,1
TKT005067,CUST002476,2025-04-01,Late payment inquiry,0
TKT005068,CUST002480,2025-04-01,Card not working,1
TKT005069,CUST002480,2025-04-01,Rewards points issue,1
TKT005070,CUST002480,2025-05-01,Rewards points issue,1
TKT005071,CUST002480,2025-06-01,Fraud concern,0
TKT005072,CUST002481,2025-01-01,Card not working,1
TKT005073,CUST002481,2025-03-01,Billing dispute,1
TKT005074,CUST002481,2025-03-01,Requesting credit limit increase,0
TKT005075,CUST002481,2025-06-01,Billing dispute,0
TKT005076,CUST002481,2025-08-01,Requesting card cancellation,0
TKT005077,CUST002481,2025-09-01,App/website login issue,1
TKT005078,CUST002481,2025-10-01,General inquiry,0
TKT005079,CUST002481,2025-11-01,Late payment inquiry,1
TKT005080,CUST002481,2025-11-01,Card not working,1
TKT005081,CUST002481,2025-12-01,Requesting credit limit increase,1
TKT005082,CUST002487,2025-04-01,Fee complaint,1
TKT005083,CUST002487,2025-04-01,Rewards points issue,1
TKT005084,CUST002487,2025-04-01,Requesting credit limit increase,1
TKT005085,CUST002487,2025-05-01,Card not working,0
TKT005086,CUST002487,2025-05-01,Billing dispute,1
TKT005087,CUST002487,2025-05-01,Card not working,1
TKT005088,CUST002487,2025-07-01,Card not working,1
TKT005089,CUST002487,2025-08-01,Fee complaint,1
TKT005090,CUST002487,2025-08-01,App/website login issue,1
TKT005091,CUST002487,2025-08-01,Late payment inquiry,1
TKT005092,CUST002487,2025-08-01,Requesting card cancellation,1
TKT005093,CUST002487,2025-08-01,Requesting credit limit increase,0
TKT005094,CUST002487,2025-09-01,Billing dispute,1
TKT005095,CUST002487,2025-10-01,Rewards points issue,1
TKT005096,CUST002487,2025-10-01,Card not working,1
TKT005097,CUST002487,2025-12-01,General inquiry,1
TKT005098,CUST002487,2025-12-01,Late payment inquiry,1
TKT005099,CUST002491,2025-03-01,Fee complaint,1
TKT005100,CUST002493,2025-01-01,General inquiry,1
TKT005101,CUST002493,2025-01-01,Rewards points issue,1
TKT005102,CUST002493,2025-01-01,General inquiry,1
TKT005103,CUST002493,2025-02-01,Fee complaint,1
TKT005104,CUST002493,2025-02-01,General inquiry,0
TKT005105,CUST002493,2025-03-01,Fee complaint,1
TKT005106,CUST002493,2025-07-01,General inquiry,1
TKT005107,CUST002495,2025-01-01,Card not working,1
TKT005108,CUST002495,2025-02-01,Billing dispute,1
TKT005109,CUST002495,2025-02-01,Fee complaint,1
TKT005110,CUST002495,2025-02-01,Late payment inquiry,1
TKT005111,CUST002495,2025-03-01,Rewards points issue,1
TKT005112,CUST002495,2025-04-01,Card not working,1
TKT005113,CUST002495,2025-05-01,General inquiry,1
TKT005114,CUST002495,2025-06-01,Fee complaint,1
TKT005115,CUST002495,2025-07-01,Requesting card cancellation,1
TKT005116,CUST002495,2025-08-01,Requesting credit limit increase,1
TKT005117,CUST002495,2025-09-01,Card not working,0
TKT005118,CUST002495,2025-11-01,General inquiry,1
TKT005119,CUST002495,2025-11-01,Requesting credit limit increase,1
TKT005120,CUST002495,2025-12-01,Late payment inquiry,1
TKT005121,CUST002496,2025-05-01,General inquiry,1
TKT005122,CUST002496,2025-05-01,General inquiry,1
TKT005123,CUST002496,2025-05-01,General inquiry,1
TKT005124,CUST002496,2025-07-01,Fraud concern,0
TKT005125,CUST002500,2025-03-01,Card not working,0
TKT005126,CUST002500,2025-04-01,Rewards points issue,1
TKT005127,CUST002500,2025-04-01,Fee complaint,1
TKT005128,CUST002500,2025-05-01,Card not working,1
TKT005129,CUST002500,2025-05-01,Card not working,1
TKT005130,CUST002500,2025-05-01,Card not working,0
TKT005131,CUST002500,2025-08-01,Fee complaint,1
TKT005132,CUST002500,2025-08-01,Late payment inquiry,1
TKT005133,CUST002500,2025-08-01,Card not working,1
TKT005134,CUST002500,2025-10-01,Rewards points issue,1
TKT005135,CUST002500,2025-10-01,Billing dispute,1
TKT005136,CUST002500,2025-11-01,Requesting card cancellation,1
TKT005137,CUST002500,2025-11-01,Requesting credit limit increase,1
TKT005138,CUST002500,2025-12-01,Billing dispute,1
TKT005139,CUST002500,2025-12-01,Fee complaint,1
TKT005140,CUST002500,2025-12-01,Billing dispute,1
TKT005141,CUST002502,2025-07-01,Billing dispute,1
TKT005142,CUST002502,2025-07-01,Fraud concern,1
TKT005143,CUST002502,2025-08-01,Billing dispute,1
TKT005144,CUST002502,2025-08-01,Requesting card cancellation,1
TKT005145,CUST002502,2025-09-01,Late payment inquiry,1
TKT005146,CUST002504,2025-06-01,Fraud concern,1
TKT005147,CUST002504,2025-06-01,Fraud concern,1
TKT005148,CUST002504,2025-07-01,Billing dispute,1
TKT005149,CUST002504,2025-07-01,Late payment inquiry,1
TKT005150,CUST002504,2025-08-01,App/website login issue,1
TKT005151,CUST002508,2025-02-01,General inquiry,1
TKT005152,CUST002508,2025-03-01,Requesting card cancellation,1
TKT005153,CUST002508,2025-03-01,Billing dispute,1
TKT005154,CUST002508,2025-04-01,Rewards points issue,1
TKT005155,CUST002508,2025-05-01,Requesting card cancellation,1
TKT005156,CUST002508,2025-06-01,Card not working,1
TKT005157,CUST002508,2025-08-01,General inquiry,1
TKT005158,CUST002508,2025-08-01,Late payment inquiry,0
TKT005159,CUST002508,2025-09-01,Fee complaint,0
TKT005160,CUST002508,2025-09-01,App/website login issue,1
TKT005161,CUST002508,2025-10-01,App/website login issue,1
TKT005162,CUST002508,2025-12-01,General inquiry,1
TKT005163,CUST002513,2025-02-01,Card not working,0
TKT005164,CUST002513,2025-02-01,Card not working,1
TKT005165,CUST002513,2025-04-01,App/website login issue,1
TKT005166,CUST002513,2025-06-01,App/website login issue,1
TKT005167,CUST002513,2025-07-01,General inquiry,1
TKT005168,CUST002513,2025-08-01,Billing dispute,1
TKT005169,CUST002513,2025-09-01,App/website login issue,1
TKT005170,CUST002513,2025-10-01,Fee complaint,1
TKT005171,CUST002513,2025-10-01,Requesting card cancellation,1
TKT005172,CUST002513,2025-10-01,Requesting card cancellation,1
TKT005173,CUST002513,2025-11-01,Fee complaint,1
TKT005174,CUST002513,2025-11-01,Requesting card cancellation,1
TKT005175,CUST002516,2025-04-01,Card not working,0
TKT005176,CUST002517,2025-09-01,Rewards points issue,1
TKT005177,CUST002518,2025-01-01,General inquiry,1
TKT005178,CUST002518,2025-03-01,Card not working,1
TKT005179,CUST002518,2025-03-01,Fee complaint,1
TKT005180,CUST002518,2025-04-01,Requesting credit limit increase,1
TKT005181,CUST002518,2025-05-01,Rewards points issue,1
TKT005182,CUST002518,2025-06-01,Late payment inquiry,1
TKT005183,CUST002518,2025-06-01,Requesting card cancellation,1
TKT005184,CUST002518,2025-06-01,Requesting credit limit increase,1
TKT005185,CUST002518,2025-06-01,Billing dispute,1
TKT005186,CUST002518,2025-07-01,Card not working,0
TKT005187,CUST002518,2025-09-01,App/website login issue,0
TKT005188,CUST002518,2025-09-01,Fee complaint,1
TKT005189,CUST002518,2025-12-01,Requesting credit limit increase,0
TKT005190,CUST002520,2025-01-01,Billing dispute,1
TKT005191,CUST002520,2025-01-01,Rewards points issue,1
TKT005192,CUST002520,2025-03-01,Rewards points issue,0
TKT005193,CUST002520,2025-04-01,Rewards points issue,1
TKT005194,CUST002520,2025-04-01,Fee complaint,0
TKT005195,CUST002520,2025-05-01,Rewards points issue,1
TKT005196,CUST002520,2025-05-01,App/website login issue,1
TKT005197,CUST002520,2025-06-01,Billing dispute,1
TKT005198,CUST002520,2025-07-01,Billing dispute,1
TKT005199,CUST002520,2025-07-01,Billing dispute,1
TKT005200,CUST002520,2025-07-01,Rewards points issue,0
TKT005201,CUST002520,2025-08-01,Card not working,1
TKT005202,CUST002520,2025-08-01,Rewards points issue,1
TKT005203,CUST002520,2025-08-01,Rewards points issue,0
TKT005204,CUST002520,2025-11-01,Requesting card cancellation,0
TKT005205,CUST002520,2025-11-01,Requesting card cancellation,1
TKT005206,CUST002520,2025-12-01,App/website login issue,1
TKT005207,CUST002520,2025-12-01,Rewards points issue,1
TKT005208,CUST002522,2025-01-01,Fee complaint,1
TKT005209,CUST002522,2025-01-01,Requesting credit limit increase,1
TKT005210,CUST002522,2025-02-01,General inquiry,1
TKT005211,CUST002522,2025-03-01,Rewards points issue,1
TKT005212,CUST002522,2025-05-01,Card not working,1
TKT005213,CUST002522,2025-06-01,Billing dispute,1
TKT005214,CUST002522,2025-07-01,App/website login issue,1
TKT005215,CUST002522,2025-08-01,App/website login issue,0
TKT005216,CUST002522,2025-09-01,Billing dispute,1
TKT005217,CUST002522,2025-10-01,Billing dispute,1
TKT005218,CUST002522,2025-10-01,Late payment inquiry,0
TKT005219,CUST002522,2025-11-01,Late payment inquiry,1
TKT005220,CUST002522,2025-11-01,Requesting card cancellation,1
TKT005221,CUST002522,2025-12-01,Fee complaint,1
TKT005222,CUST002522,2025-12-01,Billing dispute,1
TKT005223,CUST002524,2025-01-01,Card not working,1
TKT005224,CUST002524,2025-01-01,General inquiry,1
TKT005225,CUST002524,2025-03-01,Rewards points issue,1
TKT005226,CUST002524,2025-04-01,Billing dispute,1
TKT005227,CUST002524,2025-05-01,Requesting card cancellation,1
TKT005228,CUST002524,2025-05-01,Requesting card cancellation,1
TKT005229,CUST002524,2025-06-01,App/website login issue,1
TKT005230,CUST002524,2025-07-01,Fee complaint,1
TKT005231,CUST002524,2025-07-01,Fee complaint,1
TKT005232,CUST002524,2025-07-01,App/website login issue,1
TKT005233,CUST002524,2025-09-01,Billing dispute,1
TKT005234,CUST002524,2025-09-01,Card not working,1
TKT005235,CUST002524,2025-10-01,Card not working,1
TKT005236,CUST002524,2025-11-01,Requesting credit limit increase,1
TKT005237,CUST002524,2025-11-01,App/website login issue,0
TKT005238,CUST002524,2025-12-01,App/website login issue,1
TKT005239,CUST002524,2025-12-01,Fee complaint,1
TKT005240,CUST002526,2025-02-01,App/website login issue,1
TKT005241,CUST002526,2025-03-01,Late payment inquiry,1
TKT005242,CUST002526,2025-03-01,Rewards points issue,1
TKT005243,CUST002526,2025-03-01,Billing dispute,1
TKT005244,CUST002526,2025-05-01,Requesting card cancellation,0
TKT005245,CUST002526,2025-08-01,Billing dispute,1
TKT005246,CUST002526,2025-09-01,General inquiry,1
TKT005247,CUST002526,2025-09-01,App/website login issue,1
TKT005248,CUST002526,2025-09-01,Requesting card cancellation,1
TKT005249,CUST002533,2025-01-01,App/website login issue,1
TKT005250,CUST002533,2025-01-01,Card not working,1
TKT005251,CUST002533,2025-02-01,Fee complaint,1
TKT005252,CUST002533,2025-02-01,Rewards points issue,1
TKT005253,CUST002533,2025-05-01,General inquiry,1
TKT005254,CUST002533,2025-05-01,Billing dispute,1
TKT005255,CUST002533,2025-06-01,General inquiry,0
TKT005256,CUST002533,2025-06-01,Card not working,1
TKT005257,CUST002533,2025-09-01,Requesting card cancellation,1
TKT005258,CUST002533,2025-09-01,Billing dispute,1
TKT005259,CUST002533,2025-10-01,General inquiry,1
TKT005260,CUST002533,2025-11-01,Requesting card cancellation,1
TKT005261,CUST002533,2025-12-01,Late payment inquiry,1
TKT005262,CUST002535,2025-07-01,App/website login issue,1
TKT005263,CUST002535,2025-08-01,App/website login issue,1
TKT005264,CUST002541,2025-06-01,Fraud concern,0
TKT005265,CUST002541,2025-07-01,Rewards points issue,1
TKT005266,CUST002541,2025-08-01,Rewards points issue,1
TKT005267,CUST002541,2025-08-01,Card not working,1
TKT005268,CUST002542,2025-02-01,Rewards points issue,1
TKT005269,CUST002542,2025-02-01,Rewards points issue,0
TKT005270,CUST002544,2025-04-01,Late payment inquiry,1
TKT005271,CUST002544,2025-04-01,App/website login issue,1
TKT005272,CUST002544,2025-06-01,Billing dispute,1
TKT005273,CUST002544,2025-06-01,Requesting card cancellation,1
TKT005274,CUST002545,2025-01-01,Rewards points issue,1
TKT005275,CUST002545,2025-02-01,General inquiry,1
TKT005276,CUST002545,2025-03-01,Fraud concern,1
TKT005277,CUST002545,2025-04-01,Fee complaint,1
TKT005278,CUST002545,2025-04-01,App/website login issue,0
TKT005279,CUST002545,2025-05-01,Card not working,1
TKT005280,CUST002545,2025-06-01,Rewards points issue,0
TKT005281,CUST002545,2025-10-01,Rewards points issue,1
TKT005282,CUST002545,2025-10-01,Requesting card cancellation,0
TKT005283,CUST002547,2025-01-01,Requesting card cancellation,1
TKT005284,CUST002547,2025-01-01,Requesting card cancellation,1
TKT005285,CUST002547,2025-03-01,Late payment inquiry,1
TKT005286,CUST002549,2025-06-01,Card not working,1
TKT005287,CUST002549,2025-07-01,General inquiry,1
TKT005288,CUST002549,2025-07-01,Billing dispute,1
TKT005289,CUST002551,2025-07-01,Fee complaint,1
TKT005290,CUST002551,2025-07-01,App/website login issue,1
TKT005291,CUST002551,2025-08-01,General inquiry,1
TKT005292,CUST002557,2025-02-01,Fee complaint,1
TKT005293,CUST002557,2025-04-01,General inquiry,1
TKT005294,CUST002557,2025-05-01,Fee complaint,1
TKT005295,CUST002557,2025-08-01,General inquiry,1
TKT005296,CUST002557,2025-08-01,App/website login issue,1
TKT005297,CUST002557,2025-09-01,General inquiry,0
TKT005298,CUST002557,2025-09-01,Billing dispute,1
TKT005299,CUST002557,2025-10-01,General inquiry,1
TKT005300,CUST002557,2025-12-01,App/website login issue,0
TKT005301,CUST002557,2025-12-01,Late payment inquiry,1
TKT005302,CUST002557,2025-12-01,Requesting card cancellation,1
TKT005303,CUST002557,2025-12-01,Fee complaint,1
TKT005304,CUST002559,2025-04-01,Fee complaint,0
TKT005305,CUST002559,2025-04-01,App/website login issue,1
TKT005306,CUST002559,2025-04-01,Late payment inquiry,1
TKT005307,CUST002559,2025-05-01,Fee complaint,1
TKT005308,CUST002559,2025-05-01,Fee complaint,1
TKT005309,CUST002559,2025-05-01,Rewards points issue,0
TKT005310,CUST002560,2025-03-01,Late payment inquiry,1
TKT005311,CUST002560,2025-04-01,Rewards points issue,1
TKT005312,CUST002561,2025-02-01,Billing dispute,1
TKT005313,CUST002561,2025-02-01,Billing dispute,0
TKT005314,CUST002561,2025-02-01,Requesting card cancellation,1
TKT005315,CUST002561,2025-03-01,Late payment inquiry,1
TKT005316,CUST002561,2025-04-01,Rewards points issue,1
TKT005317,CUST002564,2025-02-01,Billing dispute,1
TKT005318,CUST002564,2025-02-01,Late payment inquiry,1
TKT005319,CUST002564,2025-03-01,App/website login issue,1
TKT005320,CUST002564,2025-04-01,Fee complaint,1
TKT005321,CUST002564,2025-04-01,Fee complaint,1
TKT005322,CUST002564,2025-05-01,Billing dispute,1
TKT005323,CUST002564,2025-05-01,Fraud concern,0
TKT005324,CUST002564,2025-05-01,Fee complaint,0
